DATETIME,LEVEL_T1,LEVEL_T2,LEVEL_T3,LEVEL_T4,LEVEL_T5,LEVEL_T6,LEVEL_T7,FLOW_PU1,STATUS_PU1,FLOW_PU2,STATUS_PU2,FLOW_PU3,STATUS_PU3,FLOW_PU4,STATUS_PU4,FLOW_PU5,STATUS_PU5,FLOW_PU6,STATUS_PU6,FLOW_PU7,STATUS_PU7,FLOW_PU8,STATUS_PU8,FLOW_PU9,STATUS_PU9,FLOW_PU10,STATUS_PU10,FLOW_PU11,STATUS_PU11,FLOW_V2,STATUS_V2,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,ATT_FLAG
10/02/17 01,4.35,0.8,4.42,4.15,4.05,5.5,3.05,88.36,1,0,0,88.36,1,30.87,1,0,0,0,0,46.78,1,0,0,0,0,31.31,1,0,0,0,0,2.98,39.15,21.22,89.93,21.27,84.58,31.99,64.4,31.87,77.55,43.26,22.92,True
10/02/17 02,4.54,0.57,4.95,4.33,3.52,5.5,4.33,94.37,1,0,0,94.37,1,32.88,1,0,0,0,0,47.58,1,0,0,0,0,31.21,1,0,0,113.39,1,2.98,35.99,25.86,91.46,25.91,87.8,29.47,63.87,29.36,75.37,28.97,28.07,True
10/02/17 03,4.59,1.15,5.28,4.11,3,5.35,4.1,92.46,1,0,0,92.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.72,1,2.98,37.01,31.36,76.55,31.36,68.86,32.86,63.46,32.86,59.99,33.76,32.86,True
10/02/17 04,4.82,2.08,5.08,3.28,2.49,5.07,2.95,90.98,1,0,0,90.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.87,1,2.98,37.78,32.31,75.34,32.31,68.17,33.56,63.32,33.56,59.06,34.71,33.81,True
10/02/17 05,5,2.77,4.82,3.55,2.07,5.18,3.03,92.99,1,0,0,92.99,1,0,0,0,0,0,0,49.57,1,0,0,0,0,32.29,1,0,0,98.87,1,2.98,36.73,29.35,75.59,29.31,87.49,30.02,63.1,29.9,72.15,31.99,31.09,True
10/02/17 06,5.06,3.29,4.58,4.05,1.7,5.5,4.07,93.1,1,0,0,93.1,1,0,0,0,0,0,0,49.6,1,0,0,0,0,31.77,1,0,0,96.23,1,2.98,36.66,29.69,74.33,29.65,87.76,30.09,62.31,29.98,74.05,32.32,31.42,True
10/02/17 07,5.02,3.77,4.29,4.51,1.81,5.5,4.7,93.34,1,0,0,93.34,1,0,0,0,0,0,0,0,0,35.89,1,0,0,29.46,1,0,0,74.54,1,2.98,36.54,32.54,74.82,32.54,67.31,23.51,83.92,23.4,75.13,34.86,33.96,True
10/02/17 08,5.05,4.55,4.05,3.41,2.47,5.29,3.94,93.13,1,0,0,93.13,1,0,0,0,0,0,0,0,0,37.45,1,0,0,0,0,0,0,71.8,1,2.98,36.65,33.07,72.08,33.07,67.27,29.29,86.81,29.29,51.77,35.37,34.47,True
10/02/17 09,4.81,4.99,3.68,3.41,3.13,4.97,2.24,117.03,1,0,0,0,0,0,0,0,0,0,0,50.76,1,35.4,1,0,0,30.62,1,0,0,63.03,1,2.99,23.46,29.93,69.28,29.89,85.73,20.27,81.56,20.16,68.15,32.38,31.48,True
10/02/17 10,4.35,5.11,3.23,3.53,3.39,5.22,2.66,116.71,1,0,0,0,0,0,0,0,0,0,0,50.2,1,35.14,1,0,0,30.93,1,0,0,62.92,1,2.99,23.64,30.06,70.34,30.02,86.98,20.42,82.16,20.31,67.26,32.5,31.6,False
10/02/17 11,3.94,5.14,3.05,3.91,3.71,5.38,2.69,117.74,1,0,0,0,0,36.24,1,0,0,0,0,49.98,1,34.77,1,0,0,30.48,1,0,0,62.25,1,2.99,23.05,29.06,88.98,29.13,86.51,19.95,82.31,19.84,68.28,31.93,31.03,False
10/02/17 12,3.53,4.9,3.54,4.16,3.87,5.5,3.19,117.04,1,0,0,0,0,35.44,1,0,0,0,0,50.04,1,0,0,0,0,31.79,1,0,0,67.74,1,2.99,23.45,29.03,90.37,29.1,86.36,26.9,62.14,26.78,70.8,31.91,31.01,False
10/02/17 13,3.21,4.71,4.06,4.34,3.02,5.5,3.51,116.7,1,0,0,0,0,35.04,1,0,0,0,0,50.1,1,0,0,0,0,32,1,0,0,70,1,2.99,23.65,28.91,90.94,28.98,86.12,26.99,62.18,26.87,70.14,31.8,30.9,False
10/02/17 14,2.94,4.55,4.58,4.42,2.3,5.5,3.63,116.4,1,0,0,0,0,35.72,1,0,0,0,0,49.95,1,0,0,0,0,31.09,1,0,0,72.09,1,2.99,23.82,28.78,89.63,28.85,86.28,27.22,61.3,27.11,73.52,31.69,30.79,False
10/02/17 15,2.72,4.55,5.06,4,1.55,5.5,4.37,116.56,1,0,0,0,0,35.48,1,0,0,0,0,0,0,0,0,0,0,31.92,1,0,0,63.67,1,2.99,23.73,29.97,91.24,30.07,65.6,26.99,59.88,26.87,70.42,32.43,31.53,False
10/02/17 16,2.45,4.93,5.12,2.75,1.58,5.5,4.27,118.15,1,0,0,0,0,0,0,0,0,0,0,50.65,1,35.25,1,0,0,29.71,1,0,0,54.88,1,2.99,22.82,29.75,72.34,29.71,85.77,19.63,81.17,19.52,70.46,32.16,31.26,False
10/02/17 17,2.13,4.96,4.72,3.02,1.99,5.5,4.52,118.18,1,0,0,0,0,0,0,0,0,0,0,50.28,1,35.1,1,0,0,29.44,1,0,0,53.75,1,2.99,22.8,29.79,73.56,29.75,86.54,19.67,81.48,19.57,71.33,32.18,31.28,False
10/02/17 18,1.86,5,4.39,3.4,2.43,5.4,4.33,118.39,1,0,0,0,0,0,0,0,0,0,0,50.65,1,36.81,1,0,0,0,0,0,0,53.47,1,2.99,22.68,29.82,71.76,29.78,85.85,25.19,83.88,25.19,57.07,32.22,31.32,False
10/02/17 19,1.63,5.03,4,3.56,2.9,5,2.47,119.65,1,0,0,0,0,0,0,0,0,0,0,50.31,1,34.58,1,0,0,30.4,1,0,0,43.42,1,2.99,21.95,29.79,71.86,29.75,86.48,18.59,81.28,18.49,67.22,32.15,31.25,False
10/02/17 20,1.3,4.95,3.63,3.84,3.23,5.18,2.61,119.68,1,0,0,0,0,0,0,0,0,0,0,51.08,1,34.23,1,0,0,30.45,1,0,0,43.56,1,2.99,21.93,29.7,70.15,29.66,84.85,18.62,81.9,18.51,67.04,32.06,31.16,False
10/02/17 21,1,4.86,3.2,3.55,3.64,5.33,2.64,98.82,1,98.84,1,0,0,0,0,0,0,0,0,51,1,34.88,1,0,0,30.76,1,0,0,59.69,1,2.97,33.6,29.74,68.39,29.7,85.06,18.94,81.13,18.83,66.34,32.17,31.27,False
10/02/17 22,0.89,4.77,3.19,3.44,3.82,5.38,2.31,98.87,1,98.89,1,0,0,36.37,1,0,0,0,0,50.98,1,34.69,1,0,0,30.8,1,0,0,64.39,1,2.97,33.57,28.71,88.41,28.79,84.18,18.93,81.43,18.81,66.21,31.61,30.71,False
10/02/17 23,0.79,4.54,3.66,3.06,4.04,5.4,2.01,98.68,1,98.7,1,0,0,36.88,1,0,0,0,0,50.74,1,0,0,0,0,32.34,1,0,0,67.25,1,2.97,33.68,28.55,87.33,28.63,84.5,25.52,62.49,25.4,67.48,31.47,30.57,False
11/02/17 00,0.83,4.33,4.08,2.97,3.22,5.5,2.15,97.95,1,97.97,1,0,0,35.66,1,0,0,0,0,50.22,1,0,0,0,0,31.37,1,0,0,71.12,1,2.97,34.07,28.52,89.48,28.59,85.51,25.96,62.71,25.84,71.31,31.43,30.53,False
11/02/17 01,0.93,4.18,4.56,3.2,2.54,5.5,2.75,96.99,1,97.01,1,0,0,34.34,1,0,0,0,0,49.09,1,0,0,0,0,30.52,1,0,0,75.94,1,2.98,34.59,28.54,91.75,28.61,87.71,26.51,62.96,26.4,74.7,31.44,30.54,False
11/02/17 02,1.08,4.1,5.1,3.81,2.03,5.5,3.81,96.75,1,96.77,1,0,0,34.12,1,0,0,0,0,48.85,1,0,0,0,0,30.55,1,0,0,77.76,1,2.98,34.72,28.5,92.09,28.57,88.1,26.69,62.74,26.57,74.79,31.41,30.51,False
11/02/17 03,1.25,4.21,5.21,4.41,1.58,5.5,4.73,96.11,1,96.13,1,0,0,0,0,0,0,0,0,48.78,1,0,0,0,0,30.14,1,0,0,75.56,1,2.98,35.06,29.61,75.78,29.57,89.25,27.1,62.11,26.99,76.55,32.1,31.2,False
11/02/17 04,1.47,4.8,4.97,3.7,2.09,5.24,3.62,94.96,1,94.98,1,0,0,0,0,0,0,0,0,0,0,36.4,1,0,0,0,0,0,0,59.81,1,2.98,35.67,32.31,76.41,32.31,68.25,26.86,86.3,26.86,60.18,34.55,33.65,False
11/02/17 05,1.71,5.43,4.78,2.84,2.86,4.98,2.67,95.93,1,95.95,1,0,0,0,0,0,0,0,0,49.91,1,36.43,1,0,0,0,0,0,0,69.31,1,2.98,35.16,30.55,74.66,30.51,88.03,26.54,85.94,26.54,58.37,33.02,32.12,False
11/02/17 06,1.95,5.17,4.5,3.46,3.49,5.13,2.86,92.16,1,92.18,1,0,0,0,0,0,0,0,0,48.84,1,34.6,1,0,0,30.89,1,0,0,0,0,2.98,37.16,28.27,74.17,28.23,87.79,22.2,84.86,22.09,69.16,40.05,29.64,False
11/02/17 07,2.26,4.66,4.2,4.06,4.15,5.42,3.38,91.37,1,91.38,1,0,0,0,0,0,0,0,0,49.04,1,0,0,0,0,32.52,1,0,0,0,0,2.98,37.58,27.74,74.04,27.7,86.89,29.47,63.9,29.34,70.76,40.96,29.11,False
11/02/17 08,2.67,4.14,3.92,4.44,3.51,5.5,4.25,91.24,1,91.25,1,0,0,0,0,0,0,0,0,48.72,1,0,0,0,0,32.06,1,0,0,0,0,2.98,37.65,27.24,72.79,27.2,86.99,29.77,62.74,29.65,72.72,41.14,28.61,False
11/02/17 09,3.06,4.05,3.59,3.44,2.8,5.5,4.69,91.1,1,91.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.78,1,0,0,0,0,2.98,37.72,29.05,72.84,29.05,61.34,30.05,62.54,29.93,73.96,41.32,30.24,False
11/02/17 10,3.54,3.66,3.28,3.04,2.17,5.19,3.36,89.96,1,89.98,1,0,0,0,0,0,0,0,0,49.89,1,0,0,0,0,0,0,0,0,0,0,2.98,38.32,26.68,69.29,26.64,84.19,33.89,60.46,33.89,54.64,42.47,28.05,False
11/02/17 11,3.89,3.04,3.05,2.98,1.57,5.1,2.47,92.19,1,92.2,1,0,0,34.04,1,0,0,0,0,48.03,1,36.24,1,0,0,31.52,1,0,0,0,0,2.98,37.15,22.96,86.68,23.03,84.09,22.42,82.22,22.3,67.23,40.55,24.72,False
11/02/17 12,4.08,2.17,3.48,3.15,2.01,5.26,2.47,92.16,1,92.18,1,0,0,33.54,1,0,0,0,0,47.75,1,36.01,1,0,0,31.52,1,0,0,0,0,2.98,37.16,22.19,86.72,22.25,83.83,22.57,82.78,22.46,67.41,40.62,23.93,False
11/02/17 13,4.25,1.31,3.9,3.23,2.49,5.42,2.53,91.84,1,91.85,1,0,0,32.99,1,0,0,0,0,47.72,1,36.09,1,0,0,31.48,1,0,0,0,0,2.98,37.33,21.39,86.82,21.45,83.08,22.8,82.86,22.68,67.76,40.85,23.13,False
11/02/17 14,4.42,0.51,4.32,3.12,2.91,5.5,2.77,95.45,1,95.46,1,0,0,33.87,1,0,0,0,0,48.93,1,35.46,1,0,0,30.26,1,0,0,110.01,1,2.98,35.42,25.52,89.52,25.59,84.98,22.11,83.28,22,71.16,28.64,27.74,False
11/02/17 15,4.19,0.79,4.8,3.35,3.39,5.5,3.35,95.61,1,95.63,1,0,0,33.99,1,0,0,0,0,48.7,1,35.37,1,0,0,30.17,1,0,0,107.79,1,2.98,35.33,25.72,89.52,25.79,85.61,21.99,83.32,21.88,71.35,28.82,27.92,False
11/02/17 16,3.98,1.05,5.27,3.69,3.83,5.5,3.87,96.1,1,96.12,1,0,0,34.36,1,0,0,0,0,48.83,1,35.24,1,0,0,30.2,1,0,0,104.74,1,2.98,35.07,25.85,89.04,25.92,85.5,21.67,83.22,21.56,70.92,28.94,28.04,False
11/02/17 17,3.85,1.54,4.93,3.93,3.66,5.5,4.3,94.89,1,94.91,1,0,0,0,0,0,0,0,0,49.65,1,0,0,0,0,31.57,1,0,0,98.04,1,2.98,35.71,28.06,73.13,28.02,86.04,28.81,63.05,28.69,73.44,30.7,29.8,False
11/02/17 18,3.88,2.05,4.57,4.13,2.97,5.44,4.54,94.13,1,94.15,1,0,0,0,0,0,0,0,0,49.78,1,0,0,0,0,0,0,0,0,98.39,1,2.98,36.12,28.58,73.21,28.54,86.3,31.79,62.32,31.79,57.4,31.22,30.32,False
11/02/17 19,4.05,2.56,4.23,4.33,2.27,5.05,2.7,94.55,1,94.57,1,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,95.16,1,2.98,35.9,28.87,71.57,28.83,86.18,31.78,61.11,31.78,55.41,31.49,30.59,False
11/02/17 20,4.07,3.02,3.84,4.44,1.5,5.1,2.36,95.43,1,95.45,1,0,0,0,0,0,0,0,0,50.11,1,0,0,0,0,33.1,1,0,0,90.15,1,2.98,35.43,29.03,71.44,28.99,86.11,28.55,59.88,28.43,67.75,31.62,30.72,False
11/02/17 21,3.87,3.4,3.46,4.5,1.84,5.22,2.27,96.1,1,96.12,1,0,0,0,0,0,0,0,0,50.48,1,36.33,1,0,0,31.37,1,0,0,84.87,1,2.98,35.07,29.12,68.59,29.08,85.47,21.05,80.68,20.93,66.4,31.68,30.78,False
11/02/17 22,3.68,3.76,2.99,4.31,2.05,5.28,2.02,96.75,1,96.77,1,0,0,38.02,1,0,0,0,0,50.35,1,36.24,1,0,0,31.32,1,0,0,85.63,1,2.98,34.72,28.12,85.66,28.2,84.85,20.64,80.43,20.53,66.16,31.15,30.25,False
11/02/17 23,3.45,3.73,3.38,3.98,2.2,5.31,1.72,96.97,1,96.99,1,0,0,36.61,1,0,0,0,0,49.96,1,35.96,1,0,0,31.17,1,0,0,84.53,1,2.98,34.6,28.1,87.36,28.17,85.6,20.55,80.84,20.43,66.57,31.1,30.2,False
12/02/17 00,3.23,3.71,3.81,4.05,2.42,5.41,1.71,95.89,1,95.91,1,0,0,34.66,1,0,0,0,0,48.81,1,35.02,1,0,0,30.88,1,0,0,88.49,1,2.98,35.18,28.15,90.83,28.21,87.84,21.38,83.32,21.27,68.38,31.13,30.23,False
12/02/17 01,3.25,3.88,4.34,4.33,3,5.5,2.41,77.38,1,77.4,1,77.38,1,34.61,1,0,0,0,0,0,0,35,1,0,0,29.69,1,0,0,87.35,1,2.97,44.71,30.67,93.43,30.78,68.11,22.61,84.59,22.51,73.51,33.26,32.36,True
12/02/17 02,3.4,4.43,4.93,3.35,3.65,5.5,3.41,76.97,1,76.98,1,76.97,1,34.42,1,0,0,0,0,0,0,34.83,1,0,0,29.29,1,0,0,86.32,1,2.97,44.92,31.17,94.26,31.27,67.27,23.06,85.32,22.96,75.2,33.75,32.85,True
12/02/17 03,3.6,4.81,5.3,3.45,3.91,5.5,4.58,75.73,1,75.74,1,75.73,1,0,0,0,0,0,0,49.04,1,0,0,0,0,30.02,1,0,0,95.1,1,2.97,45.53,31.18,77.07,31.14,90.32,30.45,65.32,30.35,80.27,33.79,32.89,True
12/02/17 04,4.01,5.33,5.14,4.34,3.65,5.33,4.04,74.59,1,74.6,1,74.59,1,0,0,0,0,0,0,48.83,1,0,0,0,0,0,0,0,0,98.49,1,2.97,46.09,31.93,76.66,31.89,91.47,33.9,64.83,33.9,60.84,34.57,33.67,True
12/02/17 05,4.63,5.71,4.95,3.91,3.31,5.1,3.19,84.56,1,0,0,84.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,41.12,30.71,76.54,30.71,68.99,36.87,64.34,36.87,59.92,46.01,31.9,True
12/02/17 06,5.25,5.71,4.77,3.14,2.93,4.84,2.29,86.21,1,0,0,86.21,1,0,0,0,0,0,0,0,0,0,0,0,0,33.26,1,0,0,0,0,2.98,40.27,30.71,75.46,30.71,67.48,33.1,63.68,32.97,71.7,44.73,31.9,True
12/02/17 07,5.71,5.32,4.53,3.48,2.49,5.23,3.22,86.49,1,0,0,86.49,1,0,0,0,0,0,0,48.84,1,0,0,0,0,33.19,1,0,0,0,0,2.98,40.12,28.42,75.01,28.38,87.94,33.16,62.85,33.03,72,44.67,29.79,True
12/02/17 08,6.14,4.81,4.28,4.1,1.97,5.5,4.16,87.05,1,0,0,87.05,1,0,0,0,0,0,0,48.66,1,0,0,0,0,32.21,1,0,0,0,0,2.98,39.84,27.92,73.13,27.88,87.78,33.23,61.51,33.11,75.64,44.45,29.28,True
12/02/17 09,6.34,4.41,3.95,4.24,1.62,5.42,4.4,0,0,0,0,109.53,1,0,0,0,0,0,0,0,0,38.8,1,0,0,0,0,0,0,0,0,2.99,27.72,29.41,72.14,29.41,64.13,30.22,85.18,30.22,57.54,40.53,30.6,True
12/02/17 10,6.34,4.41,3.59,2.8,2.13,5.03,2.62,0,0,0,0,109.85,1,0,0,0,0,0,0,49.96,1,38.63,1,0,0,0,0,0,0,0,0,2.99,27.54,27.43,70.94,27.39,84.81,30.15,85.43,30.15,55.63,40.42,28.8,True
12/02/17 11,6.21,3.88,3.2,2.94,2.58,5.07,2.28,0,0,0,0,110.71,1,0,0,0,0,0,0,49.83,1,36.25,1,0,0,31.73,1,0,0,0,0,2.99,27.06,26.91,70.23,26.87,84.53,23.47,83.25,23.35,67.56,39.87,28.28,True
12/02/17 12,6.04,3.18,3.22,2.98,3.02,5.25,2.41,0,0,0,0,111.07,1,34.58,1,0,0,0,0,48.41,1,36.25,1,0,0,31.68,1,0,0,0,0,2.99,26.86,23,85.81,23.06,83.43,23.25,83.03,23.14,67.53,39.65,24.76,True
12/02/17 13,5.86,2.3,3.61,2.94,3.38,5.42,2.5,0,0,0,0,111.47,1,33.93,1,0,0,0,0,48.28,1,36.07,1,0,0,31.68,1,0,0,0,0,2.99,26.63,22.21,86.11,22.27,82.87,23.05,83.15,22.94,67.34,39.42,23.97,True
12/02/17 14,5.67,1.43,4.01,2.76,3.74,5.5,2.55,0,0,0,0,111.65,1,33.37,1,0,0,0,0,47.86,1,35.71,1,0,0,31.1,1,0,0,0,0,2.99,26.53,21.45,86.27,21.51,82.88,23.16,83.9,23.04,69.4,39.29,23.19,True
12/02/17 15,5.54,0.57,4.4,2.71,3.89,5.5,2.83,0,0,0,0,111.07,1,32.93,1,0,0,0,0,47.45,1,0,0,0,0,32.75,1,0,0,0,0,2.99,26.85,20.69,86.22,20.75,82.86,30.17,62.09,30.05,70.64,39.64,22.42,True
12/02/17 16,5.12,0.67,4.82,2.78,3.03,5.5,3.06,0,0,0,0,116.83,1,34.96,1,0,0,0,0,49.41,1,0,0,0,0,32.25,1,0,0,99.29,1,2.99,23.58,25.27,87.44,25.33,83.82,27.21,61.14,27.09,69.46,28.33,27.43,True
12/02/17 17,4.67,0.82,5.22,2.77,2.16,5.5,3.12,0,0,0,0,117.4,1,34.94,1,0,0,0,0,49.67,1,0,0,0,0,32.18,1,0,0,96.12,1,2.99,23.25,25.34,87.53,25.41,83.38,26.82,60.52,26.7,69.32,28.38,27.48,True
12/02/17 18,4.25,1.17,4.94,2.61,1.33,5.5,3.14,0,0,0,0,119.56,1,0,0,0,0,0,0,50.23,1,35.23,1,0,0,30.37,1,0,0,78.44,1,2.99,22,26.6,69.08,26.56,83.46,18.79,80.37,18.68,67.49,29.12,28.22,True
12/02/17 19,3.85,1.54,4.44,2.43,1.69,5.5,2.96,96.74,1,0,0,96.74,1,0,0,0,0,0,0,50.42,1,35.86,1,0,0,30.95,1,0,0,92.53,1,2.98,34.72,27.67,70.52,27.63,84.15,20.9,81.36,20.79,67.67,30.28,29.38,True
12/02/17 20,3.61,1.98,4,2.46,2.06,5.5,2.78,97.14,1,0,0,97.14,1,0,0,0,0,0,0,50.18,1,36.19,1,0,0,30.62,1,0,0,88.72,1,2.97,34.51,27.91,69.03,27.87,84.85,20.58,80.47,20.47,68.44,30.49,29.59,True
12/02/17 21,3.37,2.38,3.53,2.66,2.22,5.5,2.84,96.22,1,0,0,96.22,1,0,0,0,0,0,0,50.64,1,35.74,1,0,0,30.62,1,0,0,89.2,1,2.98,35,28.3,69.95,28.26,84.34,21.15,81.84,21.04,69.02,30.89,29.99,True
12/02/17 22,3.21,2.78,3.1,2.66,2.59,5.5,3.01,96.15,1,0,0,96.15,1,0,0,0,0,0,0,50.27,1,35.13,1,0,0,30.45,1,0,0,86.98,1,2.98,35.04,28.61,69.38,28.57,85.37,21.32,83.07,21.21,69.74,31.18,30.28,True
12/02/17 23,3.05,2.92,3.33,2.9,3.11,5.5,3.29,96.66,1,0,0,96.66,1,35.68,1,0,0,0,0,49.58,1,35.37,1,0,0,30.04,1,0,0,90.61,1,2.98,34.77,27.34,88.26,27.41,85.57,21.04,82.36,20.93,70.8,30.36,29.46,True
13/02/17 00,2.89,2.97,3.8,3.2,3.47,5.5,3.74,97.16,1,0,0,97.16,1,35.34,1,0,0,0,0,49.98,1,35.17,1,0,0,29.32,1,0,0,88.07,1,2.97,34.5,27.38,88.89,27.44,84.82,20.94,82.62,20.84,72.98,30.38,29.48,True
13/02/17 01,2.71,3,4.27,3.26,3.85,5.5,4.52,96.27,1,0,0,96.27,1,34.57,1,0,0,0,0,49.22,1,34.72,1,0,0,30.08,1,0,0,90.68,1,2.98,34.98,27.46,90.3,27.52,86.38,21.25,83.71,21.14,70.89,30.45,29.55,True
13/02/17 02,2.69,3.08,4.77,3.67,3.78,5.47,4.64,95.17,1,0,0,95.17,1,33.11,1,0,0,0,0,48.48,1,0,0,0,0,0,0,0,0,95.47,1,2.98,35.56,27.69,92.94,27.75,87.98,30.76,63.68,30.76,58.83,30.69,29.79,True
13/02/17 03,2.89,3.23,5.34,4.3,3.17,5.13,3.08,94.35,1,0,0,94.35,1,0,0,0,0,0,0,48.46,1,0,0,0,0,0,0,0,0,90.42,1,2.98,36,29.36,75.91,29.32,89.59,31.21,63.93,31.21,59.21,31.94,31.04,True
13/02/17 04,3.14,3.92,5.1,3.85,2.73,5,2.48,93.69,1,0,0,93.69,1,0,0,0,0,0,0,0,0,0,0,0,0,31.91,1,0,0,70.64,1,2.98,36.35,32.34,76.24,32.34,68.32,28.84,63.3,28.72,72.31,34.63,33.73,True
13/02/17 05,3.34,4.65,4.89,3.02,2.25,5.41,3.59,93.39,1,0,0,93.39,1,0,0,0,0,0,0,48.52,1,0,0,0,0,31.61,1,0,0,85.56,1,2.98,36.51,30.51,75.33,30.47,90.63,29.08,62.97,28.97,73.61,33.06,32.16,True
13/02/17 06,3.56,5.05,4.63,4.01,1.8,5.46,4.64,93.17,1,0,0,93.17,1,0,0,0,0,0,0,49.4,1,0,0,0,0,0,0,0,0,85.94,1,2.98,36.63,30.87,74.09,30.83,89.33,32.06,62.62,32.06,60.52,33.44,32.54,True
13/02/17 07,3.59,5.43,4.33,4.23,1.68,5.21,3.5,115.26,1,0,0,0,0,0,0,0,0,0,0,0,0,37.45,1,0,0,0,0,0,0,50.59,1,2.99,24.48,32.28,74.28,32.28,63.04,27.12,84.64,27.12,58.06,34.47,33.57,True
13/02/17 08,3.52,5.57,4.05,2.68,2.23,5.06,2.65,114.43,1,0,0,0,0,0,0,0,0,0,0,50.38,1,35.79,1,0,0,31.43,1,0,0,0,0,2.99,24.95,28.55,70.38,28.51,85.16,21.11,81.7,20.99,66.26,37.37,29.93,False
13/02/17 09,3.38,5.03,3.62,2.88,2.58,5.09,2.22,114.84,1,0,0,0,0,0,0,0,0,0,0,50.13,1,35.65,1,0,0,30.98,1,0,0,0,0,2.99,24.72,28.04,67.91,28,85.08,21.02,81.86,20.9,67.69,37.15,29.41,False
13/02/17 10,3.22,4.5,3.13,3.04,2.92,5.3,2.5,114.43,1,0,0,0,0,0,0,0,0,0,0,50.06,1,35.3,1,0,0,31.04,1,0,0,0,0,2.99,24.95,27.51,69.49,27.47,84.69,21.25,82.7,21.13,67.7,37.28,28.89,False
13/02/17 11,3.12,3.72,3.29,3.07,3.35,5.49,2.69,114.76,1,0,0,0,0,34.25,1,0,0,0,0,48.51,1,34.79,1,0,0,30.59,1,0,0,0,0,2.99,24.76,23.57,86.94,23.63,83.81,21.3,83.64,21.19,69.25,37.11,25.33,False
13/02/17 12,3,2.85,3.73,3.1,3.89,5.5,3.54,114.89,1,0,0,0,0,31.93,1,0,0,0,0,47.82,1,34.34,1,0,0,30.75,1,0,0,0,0,2.99,24.69,23.04,90.13,23.09,84.54,21.27,84.36,21.16,68.7,37.02,24.76,False
13/02/17 13,3.01,2,4.25,3.34,3.58,5.5,3.6,114.46,1,0,0,0,0,32.91,1,0,0,0,0,47.34,1,0,0,0,0,31.76,1,0,0,0,0,2.99,24.93,22.14,87.7,22.19,84.5,27.9,63.21,27.78,71.89,37.31,23.87,False
13/02/17 14,3.05,1.16,4.68,3.58,2.93,5.5,4.03,113.85,1,0,0,0,0,32.79,1,0,0,0,0,47.05,1,0,0,0,0,31.65,1,0,0,0,0,2.99,25.28,21.33,87.08,21.39,84.22,28.14,61.08,28.02,72.5,37.58,23.06,False
13/02/17 15,3.14,0.31,5.08,3.75,2.07,5.5,4.51,118.12,1,0,0,0,0,33.02,1,0,0,0,0,48.31,1,0,0,0,0,30.86,1,0,0,95.16,1,2.99,22.83,24.93,90.3,24.98,85.54,26.31,61.49,26.2,73.38,27.92,27.02,False
13/02/17 16,2.84,0.62,5.15,4.03,1.38,5.32,3.97,117.71,1,0,0,0,0,0,0,0,0,0,0,49.13,1,37.22,1,0,0,0,0,0,0,87.38,1,2.99,23.07,26.54,71.89,26.5,85.52,25.6,83.66,25.6,58.62,29.1,28.2,False
13/02/17 17,2.52,1.01,4.74,4.16,1.91,4.98,2.5,118.47,1,0,0,0,0,0,0,0,0,0,0,48.97,1,36.74,1,0,0,0,0,0,0,82.52,1,2.99,22.63,26.69,73.75,26.66,85.96,25.2,84.03,25.2,55.31,29.23,28.33,False
13/02/17 18,2.11,1.31,4.42,4.36,2.4,4.99,2.07,119.88,1,0,0,0,0,0,0,0,0,0,0,48.91,1,34.63,1,0,0,30.35,1,0,0,74.39,1,2.99,21.82,26.65,71.68,26.61,86.05,18.53,81.14,18.43,67.28,29.14,28.24,False
13/02/17 19,1.72,1.67,4.02,4.09,2.78,5.18,2.33,120.59,1,0,0,0,0,0,0,0,0,0,0,0,0,34.09,1,0,0,30.43,1,0,0,52.74,1,2.99,21.4,28.66,71.62,28.66,61.83,18.15,81.67,18.04,66.64,30.87,29.97,False
13/02/17 20,1.32,2.08,3.64,3.01,3.22,5.31,2.29,120.98,1,0,0,0,0,0,0,0,0,0,0,50.08,1,34.17,1,0,0,30.37,1,0,0,64,1,2.99,21.18,27.06,72.34,27.02,84.2,17.87,81.25,17.76,66.55,29.51,28.61,False
13/02/17 21,0.92,2.21,3.3,2.95,3.55,5.41,2.22,99.17,1,99.19,1,0,0,0,0,0,0,0,0,50.49,1,34.96,1,0,0,30.78,1,0,0,76.46,1,2.97,33.41,27.56,67.23,27.52,83.9,18.76,80.81,18.65,66.11,30.07,29.17,False
13/02/17 22,0.78,2.34,3.16,2.75,3.69,5.42,1.88,99.95,1,99.97,1,0,0,35.84,1,0,0,0,0,50.45,1,34.54,1,0,0,30.53,1,0,0,76.58,1,2.97,32.99,26.63,87.28,26.7,83.16,18.45,81.21,18.34,66.61,29.58,28.68,False
